Price,Close,High,Low,Open,Volume
Ticker,NEE,NEE,NEE,NEE,NEE
Date,,,,,
2015-01-02,20.16850471496582,20.251680619338796,19.92086346268371,20.157161431723058,6459200
2015-01-05,19.954891204833984,20.183627474699833,19.884947926314126,20.14771116273637,8153600
2015-01-06,20.032392501831055,20.39912733162332,19.99269462472695,20.022940008223777,10623200
2015-01-07,20.21575927734375,20.40857773750067,20.051295412615797,20.33863303686391,7292000
2015-01-08,20.338642120361328,20.459628031300056,20.285711595590488,20.3915740873808,7602000
2015-01-09,20.1590518951416,20.419924329556732,20.108012169239107,20.36510447079967,6123200
2015-01-12,20.108007431030273,20.29326418446555,19.970008817258783,20.13258189441512,5828000
2015-01-13,20.187414169311523,20.50310800215603,20.0739913994436,20.281933384576256,6757200
2015-01-14,20.312171936035156,20.340527979505197,19.943547697669487,19.998368997112024,7327600
2015-01-15,20.234668731689453,20.38400922764145,20.060753765105506,20.327297135723533,17293200
2015-01-16,20.457733154296875,20.47663670332968,20.206311769640322,20.25168057576873,7870000
2015-01-20,20.591949462890625,20.62219485177061,20.32540467200378,20.53145724288236,7362000
2015-01-21,20.77342414855957,20.84147806988189,20.372662327689014,20.472853864592768,12105600
2015-01-22,20.709157943725586,20.930332532494063,20.512557828515188,20.847155172376585,9290400
2015-01-23,20.6959228515625,20.83581085146477,20.66945615101497,20.771537051132327,6736400
2015-01-26,20.746965408325195,20.752636329841042,20.53335252515285,20.663788046763152,5524800
2015-01-27,21.024856567382812,21.079677890763964,20.535246233598837,20.769654949211116,8527600
2015-01-28,20.779094696044922,21.293279229158532,20.748849310581367,21.03618696260173,8128800
2015-01-29,21.108022689819336,21.119364529212096,20.74128783213991,20.828245299396734,6823200
2015-01-30,20.650550842285156,21.079668743762213,20.635428869008194,21.070216248496862,7745600
2015-02-02,20.80745506286621,20.83014018836679,20.419925795159717,20.70537416148623,7201600
2015-02-03,20.839590072631836,20.883069533505452,20.635429723579307,20.79800139933925,8641600
2015-02-04,20.688358306884766,20.91331297158713,20.63164622273393,20.79043919300734,6255200
2015-02-05,20.73940086364746,20.811234930108917,20.573047605513793,20.760195201195224,5231600
2015-02-06,20.000259399414062,20.68079721834677,19.860369972255615,20.66000288301911,8789200
2015-02-09,19.758289337158203,20.106120679817845,19.69401698513586,19.973794400802273,8292800
2015-02-10,20.38400650024414,20.423704382375707,19.76396091643033,19.811220505955752,13585200
2015-02-11,19.86037254333496,20.272476286067565,19.82067465500158,20.261134444329013,8516800
2015-02-12,19.913305282592773,19.918977646343286,19.629747669508397,19.858485413241898,9439200
2015-02-13,19.588153839111328,19.82445177049405,19.48607295968422,19.822560983213513,9944400
2015-02-17,19.55034828186035,19.80554979816605,19.41424042189776,19.56547169791138,11421600
2015-02-18,20.13070297241211,20.14015547126499,19.55035502216646,19.563587655211194,9638000
2015-02-19,19.930315017700195,20.21765269990139,19.854699382726743,20.21765269990139,13082400
2015-02-20,19.96245574951172,20.030509692293748,19.712925106727145,19.896292594653804,6802400
2015-02-23,20.036174774169922,20.079654230260584,19.90384850302127,19.988915185581376,6257200
2015-02-24,20.053194046020508,20.23656152686403,19.935989717479146,19.985140105867274,7480800
2015-02-25,19.761850357055664,20.081757034847172,19.70472504664636,20.036056495960942,8103600
2015-02-26,19.704723358154297,19.885622338140163,19.653308985118272,19.817070809288005,6974400
2015-02-27,19.70091438293457,19.811358675575864,19.603799473695233,19.7656581400254,6523600
2015-03-02,19.335308074951172,19.700915281620233,19.177258626836956,19.700915281620233,9909200
2015-03-03,19.41147804260254,19.453370810532174,19.15060127590962,19.278182739845146,8036400
2015-03-04,19.30674171447754,19.438132374293932,19.247711801942604,19.350539085347563,11915200
2015-03-05,19.44765853881836,19.60570801136356,19.350545062931268,19.39053322114256,7867200
2015-03-06,18.794509887695312,19.20200979582095,18.70501343914289,19.20200979582095,12492400
2015-03-09,18.838302612304688,18.954459248876457,18.771655719056948,18.80973924297185,9764800
2015-03-10,18.6593074798584,18.95636449697678,18.56219405477883,18.56219405477883,13714800
2015-03-11,18.65740966796875,18.861159637013063,18.56981491989173,18.771661729086293,9078400
2015-03-12,19.141077041625977,19.283892483932398,18.79070385384192,18.809745622257346,12999200
2015-03-13,19.15821647644043,19.22676800792761,18.946849496487264,19.11061132695177,13275200
2015-03-16,19.607603073120117,19.796118999369586,19.34863102465118,19.371482012266704,13684400
2015-03-17,19.666641235351562,19.80374431304275,19.558101540978377,19.613323694648106,8612400
2015-03-18,20.355960845947266,20.44926652590159,19.611415660565385,19.662830032127605,15167600
2015-03-19,20.08556365966797,20.464500211652055,19.98463953070506,20.279792014379254,11399200
2015-03-20,20.182674407958984,20.354053199633526,19.959882705178856,20.17886663605224,27418000
2015-03-23,20.135068893432617,20.218854401754715,20.007487471428355,20.007487471428355,9677600
2015-03-24,19.963695526123047,20.25313565921898,19.946558369018195,20.05890582860046,8434800
2015-03-25,19.693294525146484,20.037956736422753,19.693294525146484,19.963691379346063,6805200
2015-03-26,19.560001373291016,19.761846714562292,19.480025081782813,19.577138527416913,6850000
2015-03-27,19.716140747070312,19.80944639476608,19.563803750478904,19.605696497181206,6067200
2015-03-30,19.94464874267578,20.005583262832385,19.76184518220597,19.866577069722112,6348400
2015-03-31,19.813257217407227,19.992251532132542,19.687578967159613,19.889424269055418,9165200
2015-04-01,19.948461532592773,20.02463005959984,19.58666211890457,19.792316705985506,7567200
2015-04-02,19.94655418395996,20.04557223853181,19.855151673529807,19.921800033515403,5280800
2015-04-06,20.09699058532715,20.304548344950078,20.01891744087117,20.036056050568735,6706400
2015-04-07,19.858964920043945,20.13888343973032,19.83992315024631,20.07223651904164,4168000
2015-04-08,19.81135368347168,19.868478975316755,19.668538274668794,19.796119691195607,5707600
2015-04-09,19.805648803710938,19.822785961919504,19.60189880139857,19.780893193684324,5278400
2015-04-10,19.975122451782227,20.024632217591403,19.78850961314393,19.853253376555003,3732400
