Price,Close,High,Low,Open,Volume
Ticker,SBUX,SBUX,SBUX,SBUX,SBUX
Date,,,,,
2015-01-02,32.89529800415039,33.517336161373976,32.67314041883128,33.174001151031725,6886000
2015-01-05,32.26517868041992,32.58427634658934,32.10764988191057,32.370198906649435,11623800
2015-01-06,32.00263214111328,32.47117845876121,31.732002983115066,32.45098119505381,7664400
2015-01-07,32.79027557373047,32.81047283710202,32.0712973737473,32.21266897233898,9732600
2015-01-08,33.31940460205078,33.64658233616726,33.12956145449818,33.254778917885375,13170600
2015-01-09,32.22880935668945,32.9235529435958,31.958183426015133,32.71351260809624,27556800
2015-01-12,32.40655517578125,32.64890694997334,32.24094622972016,32.430789428699455,10021400
2015-01-13,32.66506576538086,33.178043661493646,32.36616225010963,32.91145762116571,11040800
2015-01-14,32.48329544067383,32.62870711004872,32.156120725415185,32.33384678391112,9295000
2015-01-15,32.144012451171875,32.67718769180645,31.986483612916473,32.55601024006971,8126600
2015-01-16,32.56003189086914,32.62869763656246,31.909719636552722,32.01473982986942,9015600
2015-01-20,32.806434631347656,32.907414790601166,32.446945510938754,32.63678870340254,10738400
2015-01-21,32.83470916748047,32.97204070576213,32.52772861847392,32.737769076830475,10844200
2015-01-22,33.42040252685547,33.46079398616757,32.673149743733646,32.86299299233844,23913000
2015-01-23,35.633880615234375,35.827760803562185,34.914902343651185,34.93913659677466,38107200
2015-01-26,35.593482971191406,35.74697168370914,35.306699726354076,35.58136276506913,14098600
2015-01-27,35.68234634399414,36.033758395280934,35.32285723618491,35.4561517813285,10994200
2015-01-28,35.37133026123047,36.187248596704684,35.33901587048478,35.82775947425115,11963200
2015-01-29,35.9691162109375,36.07009632036554,35.37131260718938,35.54903858591662,12475800
2015-01-30,35.35516357421875,35.924693001950395,35.2986149464301,35.779281364302705,10070400
2015-02-02,35.54098129272461,35.58137274612073,34.68063131687294,35.41576686269554,13638800
2015-02-03,35.873409271240234,35.873409271240234,35.24099394484681,35.66666001017713,9252400
2015-02-04,35.95853042602539,36.254470097102434,35.67070038589182,35.67475520136355,11496600
2015-02-05,36.339595794677734,36.39229601417565,35.96257844294717,35.96257844294717,7598600
2015-02-06,36.08015441894531,36.355823138222526,35.950428144751235,36.28285191568096,7835400
2015-02-09,36.007164001464844,36.1652677172022,35.73149542914287,35.881492610216355,6911600
2015-02-10,36.963905334472656,37.044983073420504,36.21392542399388,36.23014159036694,12469600
2015-02-11,36.805816650390625,37.211211696973294,36.77338430436351,36.95581393107696,6467000
2015-02-12,37.22742462158203,37.27201832024845,36.52203507517784,36.927430086386394,7197600
2015-02-13,37.12607192993164,37.292282258575646,36.85445804353891,37.292282258575646,6109600
2015-02-17,37.30850601196289,37.393638601438894,36.996353183884224,37.203102432789315,6387000
2015-02-18,37.70173645019531,37.835517547641615,37.296341434601814,37.4544452432498,6542000
2015-02-19,37.77064514160156,38.01793629800977,37.70578356067958,37.76253860383052,6109200
2015-02-20,37.90848922729492,37.97335082224756,37.68957554510748,37.888218239105534,6461400
2015-02-23,37.93687057495117,38.07875822780818,37.734173044321494,38.0463258806069,5854600
2015-02-24,37.884151458740234,38.10306507179286,37.7665896617082,37.807128532365894,6337800
2015-02-25,38.21251678466797,38.44359170947273,37.80306714846408,37.82333812672927,8119600
2015-02-26,38.3300895690918,38.439544832741284,38.13955346855597,38.22874084267212,6816400
2015-02-27,37.90036392211914,38.43143328246898,37.81117655963669,38.42737846792416,8658400
