Price,Close,High,Low,Open,Volume
Ticker,ACN,ACN,ACN,ACN,ACN
Date,,,,,
2015-01-02,74.25263214111328,75.29738443740311,73.90995670379444,74.9463491962486,2021300
2015-01-05,72.99893188476562,73.81802051883054,72.86520690212652,73.58399701671547,3000000
2015-01-06,72.47237396240234,73.35832183781174,71.88731524782288,73.13265815552016,2867000
2015-01-07,73.9935302734375,74.17740768458344,72.84848592038392,72.84848592038392,2865500
2015-01-08,75.12186431884766,75.3475343782729,74.25262967203918,74.38636102231513,2802900
2015-01-09,75.03825378417969,75.34750261884628,74.70393192607021,75.18033850146202,2399900
2015-01-12,74.8126220703125,75.23887640376435,74.31114225782329,74.47830006976577,2418500
2015-01-13,75.08006286621094,76.34211875166103,74.5117174958339,75.02991043167206,4007000
2015-01-14,74.20246887207031,74.83767990644463,73.55054461056056,74.83767990644463,2377900
2015-01-15,73.69264221191406,74.46993813081575,73.274741317379,74.394719030597,1821000
2015-01-16,74.2944107055664,74.39470920260295,73.17443951696502,73.34159730203184,2657400
2015-01-20,74.06874084472656,74.73737830556526,73.48367589274994,74.29440447330282,2333600
2015-01-21,73.83470916748047,74.07709239301701,73.32487606571195,73.84306896881898,2040800
2015-01-22,74.80424499511719,74.85439105178932,73.50874993336444,74.15232075173824,2656900
2015-01-23,74.57022094726562,75.1552795258203,74.50335528781359,74.81260418028407,1939100
2015-01-26,74.4532241821289,74.55351631478585,73.75114737022254,74.4197913456894,1997200
2015-01-27,72.0126724243164,73.8180006523852,71.87894110100588,73.50875174972496,3689000
2015-01-28,70.50823974609375,72.81505447953496,70.48316671257726,72.6562500983817,3469100
2015-01-29,71.57807159423828,71.62821766587665,70.1572109667454,71.00136626374821,3590600
2015-01-30,70.23241424560547,71.41089767680462,70.0903294902109,71.14344139390748,3837500
2015-02-02,71.73685455322266,71.75356777988705,69.76436222048858,70.55837120858344,3088500
2015-02-03,73.48368072509766,73.5171135568372,71.85387003192413,72.08789347744026,3501300
2015-02-04,72.99893188476562,74.53681063341948,72.85684709800465,74.53681063341948,2764100
2015-02-05,73.94337463378906,74.00188049551868,72.99891466730426,73.6424855229908,2102000
2015-02-06,73.67591857910156,74.46992761594245,73.41681572494429,74.05202678041341,2386500
2015-02-09,73.01563262939453,73.74278236024595,72.79832241500321,73.14100415218417,2670500
2015-02-10,73.14936065673828,73.47532918037732,72.44729030221926,73.33323804768206,2573800
2015-02-11,73.51712036132812,73.69263796171053,72.92370189051299,73.14936555481572,1829800
2015-02-12,74.46155548095703,74.57021376126073,73.53382164626775,73.6006809226166,1931300
2015-02-13,75.046630859375,75.05499066133335,74.45321245354336,74.46156587884117,1774400
2015-02-17,74.6371078491211,75.04664897066851,74.24427995886329,74.91291761370327,1915900
2015-02-18,74.74573516845703,74.82095424947178,74.26932852538374,74.38634023584666,1508900
2015-02-19,75.44782257080078,75.5397612751446,74.6956060831316,74.82933104975625,1751700
2015-02-20,75.63168334960938,76.04123071587571,74.64543722804515,75.2388555859082,2950600
2015-02-23,75.69856262207031,75.88244002340014,75.33080781941065,75.7236356537678,1579000
2015-02-24,75.93257904052734,76.05795056404195,75.1302102173587,75.36423366036698,1592000
2015-02-25,75.72364807128906,76.42572495725454,75.49798437234507,75.75708091125524,1732900
2015-02-26,75.472900390625,76.25019627128573,75.22215731557523,75.90751449382847,2156800
2015-02-27,75.24722290039062,75.85736092173921,75.10513814770009,75.26394250462519,1686100
2015-03-02,76.20840454101562,76.2585506059584,74.9964945427152,75.24723124409044,1975000
2015-03-03,75.92422485351562,76.28361984661767,75.6818479672324,76.2084007529424,2888300
2015-03-04,75.98273468017578,76.22511155875516,75.27229814252028,75.91586901459347,2728800
2015-03-05,76.9355697631836,77.04422171785802,76.20841979268128,76.31707174735571,3019600
2015-03-06,75.78213500976562,76.8519601146947,75.63169045584368,76.57615041305499,3735000
2015-03-09,75.88243865966797,76.02452342117437,75.3391662682282,75.83229259717419,1464200
2015-03-10,73.60070037841797,75.39767542391536,73.59234695207847,75.18872498552406,3230200
2015-03-11,72.59772491455078,74.30276088335361,72.51414603284337,73.79292141528052,4320400
2015-03-12,73.71771240234375,73.80129767935651,72.59774110897985,72.73982587724338,2164100
2015-03-13,73.44190216064453,73.72607169520519,72.21327256633049,73.70099866293941,3617200
2015-03-16,74.31112670898438,74.46992468410434,73.66755587667667,73.81800042661064,2246000
2015-03-17,74.25263214111328,74.28606497979399,73.72607927938151,73.84309102643302,2210900
2015-03-18,75.99945068359375,76.35048587572871,73.85980032011088,74.21919531491412,2664900
2015-03-19,75.38097381591797,76.34214087937018,75.21380961343675,75.96603258294647,2658500
2015-03-20,76.4591293334961,76.60121406796132,75.6484008019501,75.96600309840056,3558200
2015-03-23,76.50928497314453,76.70987558673906,76.23346889403916,76.37555364630776,1916200
2015-03-24,74.72901153564453,76.46747372470053,74.6203532648754,76.46747372470053,2948600
2015-03-25,73.72606658935547,75.1803597500068,73.7009935588261,74.72903244715638,3607100
2015-03-26,78.7074203491211,79.38442385401217,76.00778525942732,76.48419182682382,7157000
2015-03-27,78.51521301269531,78.68237080048566,77.43702806446332,78.49849340791977,4352000
2015-03-30,78.91641235351562,79.2674476143817,78.51523102014363,78.69074865057667,3333100
2015-03-31,78.3062515258789,78.97488895923054,78.18923981562587,78.57370777455155,2708600
2015-04-01,78.1976089477539,78.50685788791871,77.46210571032832,78.1976089477539,2736100
2015-04-02,78.7158203125,78.9164109756838,77.81315276317956,78.31463260947018,2145700
2015-04-06,79.97786712646484,80.23696361427109,77.83821042728817,78.11402652011085,2563700
2015-04-07,80.56292724609375,80.88888940662098,79.5181750965421,79.93607595636276,4232700
2015-04-08,80.35173034667969,81.2302613676195,79.96315043364352,80.63893906484836,2651600
2015-04-09,80.64739227294922,80.80789506156324,79.98004637459485,80.58826068422718,1952200
2015-04-10,79.98851776123047,80.64741463104662,79.85335612390325,80.63051620394991,2158000
2015-04-13,78.9748306274414,80.14902004746571,78.932597446315,79.69285915521093,2443900
2015-04-14,79.24510955810547,79.59145627986919,78.74671572320722,79.04237362906711,2087000
2015-04-15,79.5407943725586,79.82800314218255,79.41408196748776,79.63370992842586,2093900
2015-04-16,79.45631408691406,79.59147570249564,79.12686570500965,79.32960812838202,1934800
2015-04-17,78.04561614990234,78.90725553128182,77.8513293397907,78.80588429674835,2647800
2015-04-20,78.7889633178711,79.03393889756445,78.23988701133995,78.55243694985272,3294400
2015-04-21,78.56086730957031,79.40560781827537,78.45105336358776,79.32958426602406,1949800
2015-04-22,78.88188934326172,79.09307453190867,78.35815420012798,78.84809893969495,1896200
2015-04-23,79.27047729492188,79.6337161137461,78.43418566827486,78.8818972820873,2165500
2015-04-24,78.8987808227539,79.25357036168548,78.25677610121589,78.80585883233945,2249800
2015-04-27,79.20289611816406,79.74352969345306,79.00860290601618,79.43097328951448,2155500
2015-04-28,79.76045227050781,79.81958388908703,78.34128697974334,79.06776483363844,1976300
2015-04-29,79.10997009277344,79.75197484758407,78.48486376156482,79.61681323820909,1701900
2015-04-30,78.26525115966797,79.28738694692717,77.82598225175664,78.75520246277597,1804800
2015-05-01,78.864990234375,79.12685778226859,78.30745829321586,78.83119983386294,1851300
2015-05-04,79.7773208618164,80.21658322912431,79.20289687696105,79.27047124087413,1990600
2015-05-05,79.10997009277344,80.0307343884145,78.93257531411398,79.77731603812681,1769000
2015-05-06,78.56086730957031,79.3802666341916,78.2145206074691,79.11839913884779,2386600
