Date,Close,High,Low,Open,Volume,Return,MA_20,Volatility
2015-01-02,80.10565948486328,81.67635897017534,79.39510308762003,81.04059948485794,4505800,,,
2015-01-05,77.85246276855469,79.79713998290394,77.64678192831055,79.74104585674893,6441400,-0.02812780933080461,,
2015-01-06,77.68416595458984,78.32927687683973,76.47809955746631,78.21708863507561,7690000,-0.0021617403994677042,,
2015-01-07,78.89257049560547,78.94877284127533,77.815313607272,78.78015865747714,5846800,0.015555351932619033,,
2015-01-08,80.11970520019531,80.20401586813233,79.6513332468241,79.80121570236153,5174200,0.015554502748242882,,
2015-01-09,79.0986557006836,80.55997386995695,79.0611850877806,80.53187269697688,4582200,-0.012744049631241428,,
2015-01-12,78.08695983886719,79.4827060300413,77.66542800864025,79.07054363844695,4030100,-0.0127903041190075,,
2015-01-13,78.26494598388672,79.848038118464,77.50617865930268,78.77078133789222,4222100,0.0022793324952949945,,
2015-01-14,78.1806411743164,78.19938005359245,76.66311355843725,76.81299600549178,5084300,-0.0010771720150125619,,
2015-01-15,77.04718780517578,78.80826381073577,76.98161601631952,78.49914374715,4331500,-0.014497877634610412,,
2015-01-16,78.49913024902344,78.55533258786781,76.65374389123063,76.85982866271031,4763700,0.01884484671288833,,
2015-01-20,78.9300537109375,79.52019987506442,77.92773788798492,79.05182786159519,3540600,0.005489531674389703,,
2015-01-21,78.4242172241211,79.01436343449205,78.03078641720712,78.48041958316871,3598400,-0.0064086677131743874,,
2015-01-22,79.04246520996094,79.18297825542972,77.2813888608847,78.08698936499594,4796200,0.007883381023402691,,
2015-01-23,79.05179595947266,79.46396545196329,78.49912063707555,78.94875358635,5012200,0.00011804729884046239,,
2015-01-26,78.31178283691406,79.3421996215863,77.62796384253201,78.9675078066424,5440400,-0.009361117145750608,,
2015-01-27,76.59754943847656,77.57176400144024,75.83878912801383,77.38441807066572,5486000,-0.021889852795299314,,
2015-01-28,75.6326904296875,78.26494529855097,75.56711865127669,78.05886052446331,5070200,-0.012596473592984103,,
2015-01-29,76.23220825195312,76.39146013030752,74.77089020362568,75.22053037445846,6277200,0.007926702314298595,,
2015-01-30,76.84109497070312,79.43587937320082,76.33525244660478,78.71458262434665,13332400,0.007987263293457003,78.14479713439941,
