Date,Close,High,Low,Open,Volume,Return,MA_20,Volatility
2015-01-02,19.01799774169922,19.29115747032102,18.95122528223674,18.981577176743947,16371571,,,
2015-01-05,18.914798736572266,19.066554509943607,18.823745516614167,19.030133954154486,24786391,-0.005426386443441289,,
2015-01-06,19.072635650634766,19.33972434141475,18.890529114940872,18.981582382787817,29468681,0.00834462561620164,,
2015-01-07,19.333648681640625,19.345789683216434,19.16975309247194,19.254736442531186,20248816,0.013685210360382172,,
2015-01-08,19.728214263916016,19.813197617101608,19.558247557544828,19.63108990870797,49169522,0.020408231719348136,,
2015-01-09,19.81926918029785,19.849619857429182,19.67965313671623,19.716074925532993,26083022,0.004615466720086392,,
2015-01-12,19.892107009887695,19.958879460637455,19.79498388891484,19.831404449117823,24867865,0.0036751016865066433,,
2015-01-13,19.691791534423828,20.171338515336572,19.497544053641096,19.95888136287866,35989568,-0.01007009842468154,,
2015-01-14,19.71607208251953,19.861757996455047,19.50361493258814,19.552176497125384,32301727,0.0012330289020812124,,
2015-01-15,19.667512893676758,19.8921110720342,19.5764596440899,19.807127713666752,27009593,-0.0024629240874923797,,
2015-01-16,19.910324096679688,19.92246388041762,19.582531630894586,19.60074252682555,25146648,0.012345801134875378,,
2015-01-20,20.092430114746094,20.09850000646383,19.752497873692338,20.013516641119384,44449393,0.009146311088767067,,
2015-01-21,19.813203811645508,20.33524265534783,19.76464222902077,19.983169350832103,35027793,-0.01389708967536274,,
2015-01-22,19.916383743286133,19.92852474110263,19.455047792081043,19.831400419540955,31389069,0.0052076348995098165,,
2015-01-23,19.69786262512207,19.971022360778214,19.68572284326564,19.952812687993568,27378599,-0.01097192748345821,,
2015-01-26,19.910324096679688,19.94067477634858,19.527900163425766,19.710006682087247,28285566,0.010786016513621544,,
2015-01-27,19.788917541503906,20.244183806044465,19.606811035687684,19.631091821774916,42732322,-0.006097668455132155,,
2015-01-28,19.39435386657715,20.116709998931366,19.127263999097607,19.77070666136743,33774481,-0.01993861837562505,,
2015-01-29,19.321504592895508,19.40041681441243,19.145468041396207,19.370066147724927,30735905,-0.003756210399315396,,
