Price,Close,High,Low,Open,Volume,Return,Next_Return,Daily_Return,Return_lag1,Return_lag2,Volatility,High_Low_Range,Volume_Change,Volume_lag1,Volume_MA_20,Volume_Ratio,Volume_Volatility,MA_5,MA_10,MA_20,MA_30,Distance_from_MA_5,Distance_from_MA_10,Distance_from_MA_20,Distance_from_MA_30,OBV,OBV_MA,OBV_Divergence,RSI_14,BB_Middle,BB_Std,BB_Upper,BB_Lower,BB_Position,ROC_5,Close_Position
2015-02-13,37.34506607055664,37.60009660211397,37.234551651155776,37.234551651155776,10155700.0,0.0009112684431409335,-0.20485638857237198,0.09112684431409335,1.2223108442171338,-1.4321405408338594,0.013137885038942906,0.9788306446360695,-18.882241587258484,-2.4710015657985918,14110305.0,0.7197363912403028,-0.2480727192509488,37.1614486694336,36.796756744384766,36.84053688049316,36.82395998636881,0.494107220513378,1.4901023206496256,1.3694946729471376,1.4151277711053525,-1816100.0,-25677920.0,-92.9273866419087,50.20678958092466,36.84053688049316,0.5260321706342951,37.89260122176175,35.78847253922457,0.7397805772292942,2.210285942425634,0.3023278508188261
2015-02-17,37.26856231689453,37.31956972820412,37.013531746125885,37.12404293962886,10118600.0,-0.00204856388572372,0.5930665432923865,-0.20485638857237198,0.09112684431409335,1.2223108442171338,0.012362382323863014,0.8211692725788474,-0.36531209074707194,-18.882241587258484,13726900.0,0.7371365712578951,-0.0045161277333450435,37.23625793457031,36.895367813110354,36.854563522338864,36.81347541809082,0.0867551792690442,1.011494195354156,1.123331156275199,1.236196511291829,-11934700.0,-24554250.0,-51.394565095655544,53.21640381032355,36.854563522338864,0.533854100903393,37.92227172414565,35.78685532053208,0.6938726301133088,1.0138263523302475,0.8333298012122193
2015-02-18,37.48958969116211,37.49809254822083,37.10704543865438,37.15804960944752,8661100.0,0.005930665432923865,0.02270120764116257,0.5930665432923865,-0.20485638857237198,0.09112684431409335,0.012270719912137776,1.0430818602921037,-14.404166584310085,-0.36531209074707194,13344535.0,0.6490372275991633,-0.17674949372384333,37.25495986938476,36.9854793548584,36.863064193725585,36.82792739868164,0.6297948584563092,1.3629952757053863,1.6996023286180453,1.7966319019738202,-3273600.0,-23812945.0,-86.25285532721804,61.03299374928456,36.863064193725585,0.5429248265019307,37.94891384672945,35.77721454072172,0.7884955093475986,0.2500520750558327,0.978256182309723
2015-02-19,37.49810028076172,37.71912596651956,37.40458829117132,37.51510275549547,8465700.0,0.00022701207641162569,-0.7708418659717831,0.02270120764116257,0.5930665432923865,-0.20485638857237198,0.012059871788322999,0.8388096276696276,-2.256064472180208,-14.404166584310085,12973990.0,0.6525132206823036,-0.02720784828068391,37.382476806640625,37.129147338867185,36.889417839050296,36.85541483561198,0.3092985912066543,0.9937016288771874,1.6500191040344516,1.7438019569616543,5192100.0,-21854525.0,-123.75755135378141,60.03225430045327,36.889417839050296,0.5609345805021002,38.011287000054494,35.7675486780461,0.7712804945839602,1.7297226476526435,0.2972998051405596
2015-02-20,37.20904922485352,37.48108222170354,36.94551584039106,37.4555801416517,14731200.0,-0.007708418659717831,0.02286211305999597,-0.7708418659717831,0.02270120764116257,0.5930665432923865,0.011849479538048798,1.4393444403162818,74.01041851234984,-2.256064472180208,12812095.0,1.1497885396572536,0.8769849397645174,37.362073516845705,37.18100280761719,36.87751579284668,36.87298304239909,-0.40957119770985584,0.07543211618430738,0.8990123788955229,0.911415770370406,-9539100.0,-21531120.0,-55.69622016876038,66.78571514426457,36.87751579284668,0.5509148903591979,37.97934557356508,35.77568601212828,0.6504467558458449,-0.27342142909137485,0.4920648376334571
2015-02-23,37.21755599975586,37.30256835443781,36.80950642595173,36.9455229505531,10995500.0,0.0002286211305999597,0.22840487932025422,0.02286211305999597,-0.7708418659717831,0.02270120764116257,0.011822871714393507,1.3248100667580447,-25.35910177039209,74.01041851234984,12654355.0,0.8689103474653588,-0.29981740702359494,37.336571502685544,37.24901008605957,36.86008911132812,36.88346735636393,-0.31876387718439575,-0.08444274419921463,0.9697938801723563,0.9057951091311519,1456400.0,-21365455.0,-106.81661120720341,61.410744343318534,36.86008911132812,0.5332155059696654,37.92652012326745,35.79365809938879,0.667599631118039,-0.3414375290162143,0.8275828049775076
2015-02-24,37.30256271362305,37.37056934419504,36.87751073315798,37.22605322742376,10522500.0,0.002284048793202542,-0.3418265704147272,0.22840487932025422,0.02286211305999597,-0.7708418659717831,0.011745404271740967,1.32178213819339,-4.301759810831706,-25.35910177039209,12577505.0,0.8366126668206453,-0.05052590805814634,37.34337158203125,37.28981475830078,36.85923843383789,36.897352345784505,-0.10928008553957734,0.03418615888787903,1.2027494289685976,1.098209877069505,11978900.0,-20070690.0,-159.68354849783438,59.21058069849146,36.85923843383789,0.5324569027809537,37.924152239399795,35.79432462827598,0.7081503110720011,0.09123077096296417,0.8620719138664792
2015-02-25,37.175052642822266,37.48109064376808,36.87751749906375,37.26006500024602,11785400.0,-0.003418265704147272,0.3658717912592424,-0.3418265704147272,0.22840487932025422,0.02286211305999597,0.011469029558210567,1.6235972831120253,12.001900688999756,-4.301759810831706,12417570.0,0.949090683603958,0.13765015375684597,37.28046417236328,37.26771202087402,36.87326526641846,36.910387166341145,-0.28275272822155256,-0.24863178614200127,0.8184449471000742,0.717048768110649,193500.0,-18615990.0,-101.03942900699883,66.01466670762701,36.87326526641846,0.5371099946624665,37.94748525574339,35.799045277093526,0.6404681440500191,-0.8389983750982303,0.4929562330084611
2015-02-26,37.311065673828125,37.53209453951816,37.15804668770103,37.23455618076458,8519300.0,0.003658717912592424,-0.15945408548440065,0.3658717912592424,-0.3418265704147272,0.22840487932025422,0.010778334637165087,1.0025118421624382,-27.71310265243436,12.001900688999756,12086910.0,0.7048368855232644,-0.29870109422204494,37.24305725097656,37.312767028808594,36.92427158355713,36.93758989969889,0.18260698200274422,-0.004559712709473304,1.04753343446656,1.0110994657295636,8712800.0,-15978700.0,-154.52758985399313,60.398824340097555,36.92427158355713,0.5272465015695726,37.97876458669627,35.869778580417986,0.6834028718633222,-0.4987842198223339,0.40908933277848
2015-02-27,37.25157165527344,37.49810269041942,37.1325575673797,37.20906708715292,9549500.0,-0.0015945408548440065,0.4792184061157112,-0.15945408548440065,0.3658717912592424,-0.3418265704147272,0.010781302237767994,0.9812877867878514,12.0925428145505,-27.71310265243436,11924130.0,0.8008550728648547,0.1303733589068186,37.25156173706055,37.306817626953126,36.965077018737794,36.9591261545817,2.6624958596934633e-05,-0.14808545781663043,0.775041362392989,0.7912673569948044,-836700.0,-14459140.0,-94.21334878837884,62.35303899778812,36.965077018737794,0.5189401335745234,38.00295728588684,35.927196751588745,0.6380191172352735,0.11427980909416038,0.3255797448590372
